"Site","Year","Month","Temp"
"Loch Leven",1987,10,NA
"Loch Leven",1987,11,NA
"Loch Leven",1987,12,NA
"Loch Leven",1988,1,2.96666666666667
"Loch Leven",1988,2,3.18333333333333
"Loch Leven",1988,3,4.04
"Loch Leven",1988,4,8.44
"Loch Leven",1988,5,12.05
"Loch Leven",1988,6,18.2
"Loch Leven",1988,7,16.375
"Loch Leven",1988,8,16.5833333333333
"Loch Leven",1988,9,14
"Loch Leven",1988,10,9.96
"Loch Leven",1988,11,6.03333333333333
"Loch Leven",1988,12,3.95
"Loch Leven",1989,1,7.33333333333333
"Loch Leven",1989,2,5.1625
"Loch Leven",1989,3,6.02857142857143
"Loch Leven",1989,4,7.64
"Loch Leven",1989,5,14.0142857142857
"Loch Leven",1989,6,16.4833333333333
"Loch Leven",1989,7,18.125
"Loch Leven",1989,8,15.58
"Loch Leven",1989,9,12.96
"Loch Leven",1989,10,9.64
"Loch Leven",1989,11,6.03333333333333
"Loch Leven",1989,12,2.95
"Loch Leven",1990,1,3.22
"Loch Leven",1990,2,3.725
"Loch Leven",1990,3,7.26666666666667
"Loch Leven",1990,4,8.075
"Loch Leven",1990,5,13.7555555555556
"Loch Leven",1990,6,15.32
"Loch Leven",1990,7,17.105
"Loch Leven",1990,8,16.58
"Loch Leven",1990,9,13.275
"Loch Leven",1990,10,10.65
"Loch Leven",1990,11,5.575
"Loch Leven",1990,12,2.7
"Loch Leven",1991,1,NA
"Loch Leven",1991,2,NA
"Loch Leven",1991,3,NA
"Loch Leven",1991,4,NA
"Loch Leven",1991,5,NA
"Loch Leven",1991,6,NA
"Loch Leven",1991,7,NA
"Loch Leven",1991,8,NA
"Loch Leven",1991,9,NA
"Loch Leven",1991,10,NA
"Loch Leven",1991,11,NA
"Loch Leven",1991,12,NA
"Loch Leven",1992,1,NA
"Loch Leven",1992,2,3.95
"Loch Leven",1992,3,5.75
"Loch Leven",1992,4,8.3
"Loch Leven",1992,5,11.25
"Loch Leven",1992,6,17.4
"Loch Leven",1992,7,16.16
"Loch Leven",1992,8,14.5375
"Loch Leven",1992,9,11.86
"Loch Leven",1992,10,7.8375
"Loch Leven",1992,11,4.575
"Loch Leven",1992,12,3.475
"Loch Leven",1993,1,3.28333333333333
"Loch Leven",1993,2,4.8
"Loch Leven",1993,3,4.3
"Loch Leven",1993,4,7.74166666666667
"Loch Leven",1993,5,11.03
"Loch Leven",1993,6,13.32
"Loch Leven",1993,7,15.4333333333333
"Loch Leven",1993,8,14.46
"Loch Leven",1993,9,12.8
"Loch Leven",1993,10,8.7125
"Loch Leven",1993,11,5.25
"Loch Leven",1993,12,2.525
"Loch Leven",1994,1,1.76666666666667
"Loch Leven",1994,2,1.75
"Loch Leven",1994,3,4.46
"Loch Leven",1994,4,6.455
"Loch Leven",1994,5,10.8071428571429
"Loch Leven",1994,6,14.2083333333333
"Loch Leven",1994,7,17.6583333333333
"Loch Leven",1994,8,16.6681818181818
"Loch Leven",1994,9,13.625
"Loch Leven",1994,10,9.16666666666667
"Loch Leven",1994,11,7.95
"Loch Leven",1994,12,4.66666666666667
"Loch Leven",1995,1,2.15
"Loch Leven",1995,2,3.275
"Loch Leven",1995,3,4.2
"Loch Leven",1995,4,8.13333333333333
"Loch Leven",1995,5,11.3
"Loch Leven",1995,6,16.15
"Loch Leven",1995,7,17.65
"Loch Leven",1995,8,18.5125
"Loch Leven",1995,9,14.1
"Loch Leven",1995,10,11.3125
"Loch Leven",1995,11,6.6125
"Loch Leven",1995,12,3.76666666666667
"Loch Leven",1996,1,2.575
"Loch Leven",1996,2,NA
"Loch Leven",1996,3,NA
"Loch Leven",1996,4,NA
"Loch Leven",1996,5,NA
"Loch Leven",1996,6,NA
"Loch Leven",1996,7,17.36
"Loch Leven",1996,8,17.65
"Loch Leven",1996,9,16.2
"Loch Leven",1996,10,10.5666666666667
"Loch Leven",1996,11,6.33333333333333
"Loch Leven",1996,12,2
"Loch Leven",1997,1,2.82
"Loch Leven",1997,2,3.93333333333333
"Loch Leven",1997,3,6.825
"Loch Leven",1997,4,9.46666666666667
"Loch Leven",1997,5,11
"Loch Leven",1997,6,16.6166666666667
"Loch Leven",1997,7,16.8866666666667
"Loch Leven",1997,8,19.1166666666667
"Loch Leven",1997,9,14.05
"Loch Leven",1997,10,11.28
"Loch Leven",1997,11,7.95
"Loch Leven",1997,12,4.43333333333333
"Loch Leven",1998,1,4
"Loch Leven",1998,2,7.1
"Loch Leven",1998,3,6.65
"Loch Leven",1998,4,7.50909090909091
"Loch Leven",1998,5,12.85
"Loch Leven",1998,6,13.9333333333333
"Loch Leven",1998,7,15.8416666666667
"Loch Leven",1998,8,16.5714285714286
"Loch Leven",1998,9,14.9666666666667
"Loch Leven",1998,10,8.9
"Loch Leven",1998,11,4.625
"Loch Leven",1998,12,3.925
"Loch Leven",1999,1,2.7
"Loch Leven",1999,2,2.24
"Loch Leven",1999,3,5.3
"Loch Leven",1999,4,9.2
"Loch Leven",1999,5,12.265
"Loch Leven",1999,6,14.5866666666667
"Loch Leven",1999,7,18.6083333333333
"Loch Leven",1999,8,16.5166666666667
"Loch Leven",1999,9,15.3076923076923
"Loch Leven",1999,10,9.86666666666667
"Loch Leven",1999,11,7.32
"Loch Leven",1999,12,2.7
"Loch Leven",2000,1,2.7
"Loch Leven",2000,2,3.46
"Loch Leven",2000,3,6.93636363636364
"Loch Leven",2000,4,7.13636363636364
"Loch Leven",2000,5,13.9583333333333
"Loch Leven",2000,6,14.6083333333333
"Loch Leven",2000,7,16.7583333333333
"Loch Leven",2000,8,17.7071428571429
"Loch Leven",2000,9,14.875
"Loch Leven",2000,10,9.4
"Loch Leven",2000,11,5.2
"Loch Leven",2000,12,5.18
"Loch Leven",2001,1,1.73333333333333
"Loch Leven",2001,2,2.13333333333333
"Loch Leven",2001,3,3.725
"Loch Leven",2001,4,7.35
"Loch Leven",2001,5,13.8625
"Loch Leven",2001,6,14.525
"Loch Leven",2001,7,17.2142857142857
"Loch Leven",2001,8,16.6444444444444
"Loch Leven",2001,9,13.94
"Loch Leven",2001,10,11.5
"Loch Leven",2001,11,4.925
"Loch Leven",2001,12,3.86666666666667
"Loch Leven",2002,1,2.35
"Loch Leven",2002,2,4.5
"Loch Leven",2002,3,5.08
"Loch Leven",2002,4,8.73333333333333
"Loch Leven",2002,5,12.6
"Loch Leven",2002,6,14.45
"Loch Leven",2002,7,15.8833333333333
"Loch Leven",2002,8,18.1333333333333
"Loch Leven",2002,9,16.05
"Loch Leven",2002,10,8.1
"Loch Leven",2002,11,5.8
"Loch Leven",2002,12,3.85
"Loch Leven",2003,1,4.3
"Loch Leven",2003,2,2.7
"Loch Leven",2003,3,5.3
"Loch Leven",2003,4,9.8
"Loch Leven",2003,5,12.72
"Loch Leven",2003,6,16.5
"Loch Leven",2003,7,18.12
"Loch Leven",2003,8,18
"Loch Leven",2003,9,14.4625
"Loch Leven",2003,10,9.4
"Loch Leven",2003,11,7.4
"Loch Leven",2003,12,4.95
"Loch Leven",2004,1,3.01666666666667
"Loch Leven",2004,2,3.575
"Loch Leven",2004,3,4.23333333333333
"Loch Leven",2004,4,8.11666666666667
"Loch Leven",2004,5,12.775
"Loch Leven",2004,6,15.8
"Loch Leven",2004,7,15.8
"Loch Leven",2004,8,19.8
"Loch Leven",2004,9,13.9833333333333
"Loch Leven",2004,10,9.73333333333333
"Loch Leven",2004,11,6.85714285714286
"Loch Leven",2004,12,5.4
"Loch Leven",2005,1,3
"Loch Leven",2005,2,2.775
"Loch Leven",2005,3,5.38333333333333
"Loch Leven",2005,4,7.775
"Loch Leven",2005,5,12.2888888888889
"Loch Leven",2005,6,17.1666666666667
"Loch Leven",2005,7,19.3666666666667
"Loch Leven",2005,8,16.475
"Loch Leven",2005,9,14.9333333333333
"Loch Leven",2005,10,11.3
"Loch Leven",2005,11,6.86
"Loch Leven",2005,12,3.85
"Loch Leven",2006,1,4.06666666666667
"Loch Leven",2006,2,3.7
"Loch Leven",2006,3,2.9
"Loch Leven",2006,4,7.4
"Loch Leven",2006,5,11.9625
"Loch Leven",2006,6,17.0333333333333
"Loch Leven",2006,7,19.9
"Loch Leven",2006,8,18.725
"Loch Leven",2006,9,15.625
"Loch Leven",2006,10,13.2142857142857
"Loch Leven",2006,11,6.85
"Loch Leven",2006,12,4.95
"Loch Leven",2007,1,NA
"Loch Leven",2007,2,NA
"Loch Leven",2007,3,NA
"Loch Leven",2007,4,NA
"Loch Leven",2007,5,NA
"Loch Leven",2007,6,NA
"Loch Leven",2007,7,NA
"Loch Leven",2007,8,NA
"Loch Leven",2007,9,NA
"Loch Leven",2007,10,NA
"Loch Leven",2007,11,NA
"Loch Leven",2007,12,NA
"Lake Zurich",1987,1,NA
"Lake Zurich",1987,2,NA
"Lake Zurich",1987,3,NA
"Lake Zurich",1987,4,NA
"Lake Zurich",1987,5,NA
"Lake Zurich",1987,6,NA
"Lake Zurich",1987,7,NA
"Lake Zurich",1987,8,NA
"Lake Zurich",1987,9,NA
"Lake Zurich",1987,10,NA
"Lake Zurich",1987,11,NA
"Lake Zurich",1987,12,NA
"Lake Zurich",1988,1,NA
"Lake Zurich",1988,2,NA
"Lake Zurich",1988,3,NA
"Lake Zurich",1988,4,NA
"Lake Zurich",1988,5,NA
"Lake Zurich",1988,6,NA
"Lake Zurich",1988,7,NA
"Lake Zurich",1988,8,NA
"Lake Zurich",1988,9,NA
"Lake Zurich",1988,10,NA
"Lake Zurich",1988,11,NA
"Lake Zurich",1988,12,NA
"Lake Zurich",1989,1,NA
"Lake Zurich",1989,2,3.8
"Lake Zurich",1989,3,3.7
"Lake Zurich",1989,4,12.1
"Lake Zurich",1989,5,17.9
"Lake Zurich",1989,6,18.45
"Lake Zurich",1989,7,23.7
"Lake Zurich",1989,8,23.07
"Lake Zurich",1989,9,21
"Lake Zurich",1989,10,15.23333333
"Lake Zurich",1989,11,10.31666667
"Lake Zurich",1989,12,5.9
"Lake Zurich",1990,1,4.466666667
"Lake Zurich",1990,2,5.333333333
"Lake Zurich",1990,3,NA
"Lake Zurich",1990,4,10.76666667
"Lake Zurich",1990,5,19.175
"Lake Zurich",1990,6,20.6
"Lake Zurich",1990,7,NA
"Lake Zurich",1990,8,NA
"Lake Zurich",1990,9,NA
"Lake Zurich",1990,10,NA
"Lake Zurich",1990,11,NA
"Lake Zurich",1990,12,NA
"Lake Zurich",1991,1,NA
"Lake Zurich",1991,2,NA
"Lake Zurich",1991,3,5.25
"Lake Zurich",1991,4,11.75
"Lake Zurich",1991,5,14.93333333
"Lake Zurich",1991,6,20
"Lake Zurich",1991,7,24.24166667
"Lake Zurich",1991,8,23.71111111
"Lake Zurich",1991,9,23.1
"Lake Zurich",1991,10,15.93333333
"Lake Zurich",1991,11,10.55
"Lake Zurich",1991,12,4.575
"Lake Zurich",1992,1,2.15
"Lake Zurich",1992,2,2.4
"Lake Zurich",1992,3,4.55
"Lake Zurich",1992,4,5.025
"Lake Zurich",1992,5,13.16
"Lake Zurich",1992,6,18.54
"Lake Zurich",1992,7,23.76
"Lake Zurich",1992,8,24.23636364
"Lake Zurich",1992,9,19.24615385
"Lake Zurich",1992,10,11.73333333
"Lake Zurich",1992,11,8.533333333
"Lake Zurich",1992,12,3.95
"Lake Zurich",1993,1,3.4
"Lake Zurich",1993,2,3.7
"Lake Zurich",1993,3,4.116666667
"Lake Zurich",1993,4,10.91428571
"Lake Zurich",1993,5,16.66
"Lake Zurich",1993,6,20.5
"Lake Zurich",1993,7,22.55555556
"Lake Zurich",1993,8,22.95
"Lake Zurich",1993,9,17.5625
"Lake Zurich",1993,10,15.06666667
"Lake Zurich",1993,11,NA
"Lake Zurich",1993,12,NA
"Lake Zurich",1994,1,3.675
"Lake Zurich",1994,2,2.8
"Lake Zurich",1994,3,6.33
"Lake Zurich",1994,4,12.875
"Lake Zurich",1994,5,18.12
"Lake Zurich",1994,6,19.70769231
"Lake Zurich",1994,7,25.65833333
"Lake Zurich",1994,8,24.2
"Lake Zurich",1994,9,20.6
"Lake Zurich",1994,10,14.06
"Lake Zurich",1994,11,10.2
"Lake Zurich",1994,12,NA
"Lake Zurich",1995,1,3.766666667
"Lake Zurich",1995,2,4.116666667
"Lake Zurich",1995,3,4.8
"Lake Zurich",1995,4,8.525
"Lake Zurich",1995,5,15.01111111
"Lake Zurich",1995,6,19.04166667
"Lake Zurich",1995,7,23.99285714
"Lake Zurich",1995,8,24.08181818
"Lake Zurich",1995,9,16.78571429
"Lake Zurich",1995,10,15.82307692
"Lake Zurich",1995,11,10.6
"Lake Zurich",1995,12,7.4
"Lake Zurich",1996,1,1.3
"Lake Zurich",1996,2,2.68
"Lake Zurich",1996,3,3.81
"Lake Zurich",1996,4,11.14444444
"Lake Zurich",1996,5,15.55
"Lake Zurich",1996,6,20.36666667
"Lake Zurich",1996,7,21.1875
"Lake Zurich",1996,8,22.7
"Lake Zurich",1996,9,18.825
"Lake Zurich",1996,10,14.18571429
"Lake Zurich",1996,11,11.56666667
"Lake Zurich",1996,12,6.025
"Lake Zurich",1997,1,NA
"Lake Zurich",1997,2,NA
"Lake Zurich",1997,3,NA
"Lake Zurich",1997,4,NA
"Lake Zurich",1997,5,NA
"Lake Zurich",1997,6,NA
"Lake Zurich",1997,7,NA
"Lake Zurich",1997,8,NA
"Lake Zurich",1997,9,NA
"Lake Zurich",1997,10,NA
"Lake Zurich",1997,11,NA
"Lake Zurich",1997,12,NA
"Lake Zurich",1998,1,5.2125
"Lake Zurich",1998,2,5.218181818
"Lake Zurich",1998,3,5.842857143
"Lake Zurich",1998,4,10.84
"Lake Zurich",1998,5,16.575
"Lake Zurich",1998,6,21.875
"Lake Zurich",1998,7,24
"Lake Zurich",1998,8,23.98
"Lake Zurich",1998,9,17.8
"Lake Zurich",1998,10,NA
"Lake Zurich",1998,11,10.8
"Lake Zurich",1998,12,5.4
"Lake Zurich",1999,1,4.65
"Lake Zurich",1999,2,2.5
"Lake Zurich",1999,3,4.9
"Lake Zurich",1999,4,11.5
"Lake Zurich",1999,5,17.3
"Lake Zurich",1999,6,17.2
"Lake Zurich",1999,7,22.375
"Lake Zurich",1999,8,23.04
"Lake Zurich",1999,9,22.29166667
"Lake Zurich",1999,10,15.58
"Lake Zurich",1999,11,9.8
"Lake Zurich",1999,12,6.4
"Lake Zurich",2000,1,2.9
"Lake Zurich",2000,2,3.4
"Lake Zurich",2000,3,4.3
"Lake Zurich",2000,4,6.7
"Lake Zurich",2000,5,17.36666667
"Lake Zurich",2000,6,21.5
"Lake Zurich",2000,7,21.26
"Lake Zurich",2000,8,23.47777778
"Lake Zurich",2000,9,20.43636364
"Lake Zurich",2000,10,13.1
"Lake Zurich",2000,11,11.35
"Lake Zurich",2000,12,NA
"Lake Zurich",2001,1,NA
"Lake Zurich",2001,2,5.42
"Lake Zurich",2001,3,NA
"Lake Zurich",2001,4,8.925
"Lake Zurich",2001,5,16.48
"Lake Zurich",2001,6,20.0375
"Lake Zurich",2001,7,23.2875
"Lake Zurich",2001,8,23.75
"Lake Zurich",2001,9,19.05
"Lake Zurich",2001,10,15.78
"Lake Zurich",2001,11,8
"Lake Zurich",2001,12,4.433333333
"Lake Zurich",2002,1,3
"Lake Zurich",2002,2,3.5375
"Lake Zurich",2002,3,6.877777778
"Lake Zurich",2002,4,11.63333333
"Lake Zurich",2002,5,15.93333333
"Lake Zurich",2002,6,21.94166667
"Lake Zurich",2002,7,23.16666667
"Lake Zurich",2002,8,22.62
"Lake Zurich",2002,9,19.11818182
"Lake Zurich",2002,10,13.51818182
"Lake Zurich",2002,11,9.72
"Lake Zurich",2002,12,8.4
"Lake Zurich",2003,1,4.28
"Lake Zurich",2003,2,2.909090909
"Lake Zurich",2003,3,5.9
"Lake Zurich",2003,4,10.02142857
"Lake Zurich",2003,5,16.4
"Lake Zurich",2003,6,23.76153846
"Lake Zurich",2003,7,25.02352941
"Lake Zurich",2003,8,25.8
"Lake Zurich",2003,9,20.30555556
"Lake Zurich",2003,10,13.24615385
"Lake Zurich",2003,11,9.309090909
"Lake Zurich",2003,12,6.2625
"Lake Zurich",2004,1,3.366666667
"Lake Zurich",2004,2,3.6
"Lake Zurich",2004,3,5
"Lake Zurich",2004,4,9.77
"Lake Zurich",2004,5,16.48461538
"Lake Zurich",2004,6,19.05454545
"Lake Zurich",2004,7,22.34
"Lake Zurich",2004,8,24.34166667
"Lake Zurich",2004,9,21.82307692
"Lake Zurich",2004,10,15.03333333
"Lake Zurich",2004,11,9.3
"Lake Zurich",2004,12,5.62
"Lake Zurich",2005,1,4.281818182
"Lake Zurich",2005,2,2.614285714
"Lake Zurich",2005,3,4.35
"Lake Zurich",2005,4,11.425
"Lake Zurich",2005,5,15.66
"Lake Zurich",2005,6,21.3
"Lake Zurich",2005,7,22.58181818
"Lake Zurich",2005,8,21.84705882
"Lake Zurich",2005,9,20.37142857
"Lake Zurich",2005,10,15.45882353
"Lake Zurich",2005,11,10.41
"Lake Zurich",2005,12,5.45
"Lake Zurich",2006,1,2.9
"Lake Zurich",2006,2,1.8
"Lake Zurich",2006,3,4.1
"Lake Zurich",2006,4,9.757142857
"Lake Zurich",2006,5,14.27
"Narragansett Bay",1972,1,2.94
"Narragansett Bay",1972,2,1.225
"Narragansett Bay",1972,3,3.33333333333333
"Narragansett Bay",1972,4,5.2
"Narragansett Bay",1972,5,11.6
"Narragansett Bay",1972,6,17.325
"Narragansett Bay",1972,7,20.95
"Narragansett Bay",1972,8,20.9333333333333
"Narragansett Bay",1972,9,19.225
"Narragansett Bay",1972,10,14.12
"Narragansett Bay",1972,11,8.75
"Narragansett Bay",1972,12,5.05
"Narragansett Bay",1973,1,3.1
"Narragansett Bay",1973,2,1.925
"Narragansett Bay",1973,3,4.5
"Narragansett Bay",1973,4,7.375
"Narragansett Bay",1973,5,11.94
"Narragansett Bay",1973,6,18.325
"Narragansett Bay",1973,7,21.44
"Narragansett Bay",1973,8,22.1666666666667
"Narragansett Bay",1973,9,20.175
"Narragansett Bay",1973,10,14.96
"Narragansett Bay",1973,11,8.775
"Narragansett Bay",1973,12,6.5
"Narragansett Bay",1974,1,2.76
"Narragansett Bay",1974,2,1.575
"Narragansett Bay",1974,3,4.075
"Narragansett Bay",1974,4,7.02
"Narragansett Bay",1974,5,12.05
"Narragansett Bay",1974,6,17.475
"Narragansett Bay",1974,7,20.74
"Narragansett Bay",1974,8,22.8
"Narragansett Bay",1974,9,19.875
"Narragansett Bay",1974,10,14.16
"Narragansett Bay",1974,11,9.5
"Narragansett Bay",1974,12,5
"Narragansett Bay",1975,1,3.175
"Narragansett Bay",1975,2,2.2
"Narragansett Bay",1975,3,3.3
"Narragansett Bay",1975,4,5.62
"Narragansett Bay",1975,5,12.875
"Narragansett Bay",1975,6,17.4333333333333
"Narragansett Bay",1975,7,21.7
"Narragansett Bay",1975,8,21.8666666666667
"Narragansett Bay",1975,9,18.52
"Narragansett Bay",1975,10,14.8
"Narragansett Bay",1975,11,12.5666666666667
"Narragansett Bay",1975,12,6.075
"Narragansett Bay",1976,1,1
"Narragansett Bay",1976,2,2.125
"Narragansett Bay",1976,3,4.6
"Narragansett Bay",1976,4,8.75
"Narragansett Bay",1976,5,13.9
"Narragansett Bay",1976,6,17.8333333333333
"Narragansett Bay",1976,7,22.625
"Narragansett Bay",1976,8,21.06
"Narragansett Bay",1976,9,19.175
"Narragansett Bay",1976,10,11.2
"Narragansett Bay",1976,11,7.56
"Narragansett Bay",1976,12,2
"Narragansett Bay",1977,1,-1.1
"Narragansett Bay",1977,2,0
"Narragansett Bay",1977,3,3.62
"Narragansett Bay",1977,4,7.575
"Narragansett Bay",1977,5,12.65
"Narragansett Bay",1977,6,16
"Narragansett Bay",1977,7,NA
"Narragansett Bay",1977,8,22.45
"Narragansett Bay",1977,9,19.725
"Narragansett Bay",1977,10,15
"Narragansett Bay",1977,11,10.4
"Narragansett Bay",1977,12,3.8
"Narragansett Bay",1978,1,1
"Narragansett Bay",1978,2,0.566666666666667
"Narragansett Bay",1978,3,2.4
"Narragansett Bay",1978,4,6.65
"Narragansett Bay",1978,5,11.0666666666667
"Narragansett Bay",1978,6,17.725
"Narragansett Bay",1978,7,20.625
"Narragansett Bay",1978,8,22.12
"Narragansett Bay",1978,9,18.825
"Narragansett Bay",1978,10,14.18
"Narragansett Bay",1978,11,10
"Narragansett Bay",1978,12,5.33333333333333
"Narragansett Bay",1979,1,3.14
"Narragansett Bay",1979,2,-0.2
"Narragansett Bay",1979,3,3.3
"Narragansett Bay",1979,4,6.725
"Narragansett Bay",1979,5,13.92
"Narragansett Bay",1979,6,18.05
"Narragansett Bay",1979,7,21.48
"Narragansett Bay",1979,8,20.975
"Narragansett Bay",1979,9,20
"Narragansett Bay",1979,10,15.22
"Narragansett Bay",1979,11,10.45
"Narragansett Bay",1979,12,6.73333333333333
"Narragansett Bay",1980,1,2.4
"Narragansett Bay",1980,2,0.6
"Narragansett Bay",1980,3,3.0375
"Narragansett Bay",1980,4,8.42
"Narragansett Bay",1980,5,13.3
"Narragansett Bay",1980,6,16.8
"Narragansett Bay",1980,7,21.66
"Narragansett Bay",1980,8,22.7
"Narragansett Bay",1980,9,20.66
"Narragansett Bay",1980,10,13
"Narragansett Bay",1980,11,7.9875
"Narragansett Bay",1980,12,4.73333333333333
"Narragansett Bay",1981,1,-1.025
"Narragansett Bay",1981,2,1.825
"Narragansett Bay",1981,3,3.13
"Narragansett Bay",1981,4,8.6875
"Narragansett Bay",1981,5,12.425
"Narragansett Bay",1981,6,19.04
"Narragansett Bay",1981,7,22.8666666666667
"Narragansett Bay",1981,8,21.95
"Narragansett Bay",1981,9,19.8
"Narragansett Bay",1981,10,13.125
"Narragansett Bay",1981,11,9.04
"Narragansett Bay",1981,12,3.5
"Narragansett Bay",1982,1,-0.166666666666667
"Narragansett Bay",1982,2,1.625
"Narragansett Bay",1982,3,2.86
"Narragansett Bay",1982,4,6.125
"Narragansett Bay",1982,5,12.425
"Narragansett Bay",1982,6,16.675
"Narragansett Bay",1982,7,21.6666666666667
"Narragansett Bay",1982,8,20.74
"Narragansett Bay",1982,9,19
"Narragansett Bay",1982,10,14.5
"Narragansett Bay",1982,11,11.75
"Narragansett Bay",1982,12,7.5
"Narragansett Bay",1983,1,3.1
"Narragansett Bay",1983,2,2.3
"Narragansett Bay",1983,3,5.25
"Narragansett Bay",1983,4,7.95
"Narragansett Bay",1983,5,13
"Narragansett Bay",1983,6,19.15
"Narragansett Bay",1983,7,20.8333333333333
"Narragansett Bay",1983,8,22.3
"Narragansett Bay",1983,9,21.275
"Narragansett Bay",1983,10,15.32
"Narragansett Bay",1983,11,9.7
"Narragansett Bay",1983,12,4.875
"Narragansett Bay",1984,1,1.1
"Narragansett Bay",1984,2,3.275
"Narragansett Bay",1984,3,2.7
"Narragansett Bay",1984,4,7.8
"Narragansett Bay",1984,5,13.25
"Narragansett Bay",1984,6,18.5
"Narragansett Bay",1984,7,21.72
"Narragansett Bay",1984,8,22.5
"Narragansett Bay",1984,9,19
"Narragansett Bay",1984,10,16
"Narragansett Bay",1984,11,10.45
"Narragansett Bay",1984,12,6.75
"Narragansett Bay",1985,1,2.125
"Narragansett Bay",1985,2,0.2
"Narragansett Bay",1985,3,2.8
"Narragansett Bay",1985,4,8.2
"Narragansett Bay",1985,5,13.75
"Narragansett Bay",1985,6,17.3125
"Narragansett Bay",1985,7,21.7
"Narragansett Bay",1985,8,22.675
"Narragansett Bay",1985,9,19.68
"Narragansett Bay",1985,10,15.65
"Narragansett Bay",1985,11,10.625
"Narragansett Bay",1985,12,6.625
"Narragansett Bay",1986,1,3.45
"Narragansett Bay",1986,2,2.375
"Narragansett Bay",1986,3,4
"Narragansett Bay",1986,4,8.5
"Narragansett Bay",1986,5,12.625
"Narragansett Bay",1986,6,18.5
"Narragansett Bay",1986,7,20.25
"Narragansett Bay",1986,8,21.75
"Narragansett Bay",1986,9,17.8
"Narragansett Bay",1986,10,15
"Narragansett Bay",1986,11,9.5
"Narragansett Bay",1986,12,4
"Narragansett Bay",1987,1,3.66666666666667
"Narragansett Bay",1987,2,1.66666666666667
"Narragansett Bay",1987,3,5
"Narragansett Bay",1987,4,8.73333333333333
"Narragansett Bay",1987,5,14
"Narragansett Bay",1987,6,19.3333333333333
"Narragansett Bay",1987,7,21.5
"Narragansett Bay",1987,8,20.8333333333333
"Narragansett Bay",1987,9,20
"Narragansett Bay",1987,10,13
"Narragansett Bay",1987,11,9
"Narragansett Bay",1987,12,5.5
"Narragansett Bay",1988,1,0.5
"Narragansett Bay",1988,2,2.5
"Narragansett Bay",1988,3,5
"Narragansett Bay",1988,4,8
"Narragansett Bay",1988,5,14.5
"Narragansett Bay",1988,6,17
"Narragansett Bay",1988,7,21.375
"Narragansett Bay",1988,8,23.3
"Narragansett Bay",1988,9,19
"Narragansett Bay",1988,10,13.5
"Narragansett Bay",1988,11,10.5
"Narragansett Bay",1988,12,5.75
"Narragansett Bay",1989,1,3.2
"Narragansett Bay",1989,2,1.75
"Narragansett Bay",1989,3,3.375
"Narragansett Bay",1989,4,6.875
"Narragansett Bay",1989,5,12.94
"Narragansett Bay",1989,6,18.125
"Narragansett Bay",1989,7,21.2
"Narragansett Bay",1989,8,22
"Narragansett Bay",1989,9,19.75
"Narragansett Bay",1989,10,14.1
"Narragansett Bay",1989,11,10.75
"Narragansett Bay",1989,12,2.5
"Narragansett Bay",1990,1,1.08333333333333
"Narragansett Bay",1990,2,2.5
"Narragansett Bay",1990,3,5
"Narragansett Bay",1990,4,8
"Narragansett Bay",1990,5,11.5
"Narragansett Bay",1990,6,16.25
"Narragansett Bay",1990,7,20.5
"Narragansett Bay",1990,8,22.25
"Narragansett Bay",1990,9,18
"Narragansett Bay",1990,10,16.3333333333333
"Narragansett Bay",1990,11,8.5
"Narragansett Bay",1990,12,6.75
"Narragansett Bay",1991,1,3.5
"Narragansett Bay",1991,2,3
"Narragansett Bay",1991,3,4.5
"Narragansett Bay",1991,4,8.83333333333333
"Narragansett Bay",1991,5,17.5
"Narragansett Bay",1991,6,18.75
"Narragansett Bay",1991,7,22.25
"Narragansett Bay",1991,8,22
"Narragansett Bay",1991,9,18.6
"Narragansett Bay",1991,10,15.5
"Narragansett Bay",1991,11,10.75
"Narragansett Bay",1991,12,6.33333333333333
"Narragansett Bay",1992,1,2.65
"Narragansett Bay",1992,2,1.875
"Narragansett Bay",1992,3,4
"Narragansett Bay",1992,4,7
"Narragansett Bay",1992,5,12
"Narragansett Bay",1992,6,17.6666666666667
"Narragansett Bay",1992,7,21
"Narragansett Bay",1992,8,22
"Narragansett Bay",1992,9,20.5
"Narragansett Bay",1992,10,14.9
"Narragansett Bay",1992,11,8.75
"Narragansett Bay",1992,12,5.25
"Narragansett Bay",1993,1,3.5
"Narragansett Bay",1993,2,1.125
"Narragansett Bay",1993,3,3.5
"Narragansett Bay",1993,4,6
"Narragansett Bay",1993,5,13.125
"Narragansett Bay",1993,6,18.1666666666667
"Narragansett Bay",1993,7,20.5
"Narragansett Bay",1993,8,22.5
"Narragansett Bay",1993,9,19.75
"Narragansett Bay",1993,10,14.25
"Narragansett Bay",1993,11,9.7
"Narragansett Bay",1993,12,4.875
"Narragansett Bay",1994,1,0.433333333333333
"Narragansett Bay",1994,2,-0.75
"Narragansett Bay",1994,3,1.9
"Narragansett Bay",1994,4,7.125
"Narragansett Bay",1994,5,12.2
"Narragansett Bay",1994,6,19.375
"Narragansett Bay",1994,7,23.125
"Narragansett Bay",1994,8,22.2
"Narragansett Bay",1994,9,18.1875
"Narragansett Bay",1994,10,14.45
"Narragansett Bay",1994,11,10.4375
"Narragansett Bay",1994,12,6.3125
"Narragansett Bay",1995,1,4.49
"Narragansett Bay",1995,2,1.375
